movement_id,company,strategy_type,sector_target,region,country,subregion,date,investment_usd_m,target_company,strategic_priority,details
str-20265,bouygues,risk management,utilities,africa,kenya,kenya,2020-08-12,7983.45,unknown,innovation,"bouygues announced a risk management in kenya, kenya, targeting education to expand globally."
str-20266,ferrovial,cost optimization,infrastructure,north america,mexico,mexico,2020-09-16,7983.45,unknown,market leadership,"ferrovial announced a cost optimization in mexico, mexico, targeting industrial to capture market share."
str-20267,skanska,market expansion,residential,middle east,oman,oman,2021-05-30,8209.38,unknown,sustainability,"skanska announced a market expansion in oman, oman, targeting education to drive sustainability."
str-20268,thiess,merger,commercial,asia-pacific,south korea,south korea,2021-01-17,14992.66,clark construction,growth,"thiess announced a merger in south korea, south korea, targeting infrastructure to improve resilience."
str-20269,strabag,sustainability initiative,energy,latin america,colombia,colombia,2022-12-07,7983.45,unknown,efficiency,"strabag announced a sustainability initiative in colombia, colombia, targeting transportation to capture market share."
str-20270,saipem,market expansion,infrastructure,australia,australia,queensland,2021-06-04,14081.22,unknown,sustainability,"saipem announced a market expansion in queensland, australia, targeting commercial to capture market share."
str-20271,leighton asia,workforce development,infrastructure,europe,spain,spain,2021-10-19,7983.45,unknown,sustainability,"leighton asia announced a workforce development in spain, spain, targeting energy to improve resilience."
str-20272,jacobs,sustainability initiative,energy,north america,usa,texas,2021-11-05,7983.45,unknown,efficiency,"jacobs announced a sustainability initiative in texas, usa, targeting industrial to expand globally."
str-20273,mortenson construction,sustainability initiative,education,africa,algeria,algeria,2023-04-15,7983.45,unknown,innovation,"mortenson construction announced a sustainability initiative in algeria, algeria, targeting utilities to enhance capabilities."
str-20274,balfour beatty,risk management,transportation,north america,usa,washington,2024-10-12,7983.45,unknown,sustainability,"balfour beatty announced a risk management in washington, usa, targeting residential to capture market share."
str-20275,fluor,sustainability initiative,transportation,north america,canada,quebec,2021-11-17,7983.45,unknown,efficiency,"fluor announced a sustainability initiative in quebec, canada, targeting industrial to capture market share."
str-20276,mortenson construction,market expansion,transportation,africa,nigeria,nigeria,2022-08-24,5773.33,unknown,market leadership,"mortenson construction announced a market expansion in nigeria, nigeria, targeting industrial to drive sustainability."
str-20277,acciona,merger,infrastructure,australia,australia,new south wales,2023-11-02,14440.62,mace group,growth,"acciona announced a merger in new south wales, australia, targeting healthcare to expand globally."
str-20278,acciona,technology adoption,utilities,australia,australia,queensland,2020-11-19,10356.34,unknown,efficiency,"acciona announced a technology adoption in queensland, australia, targeting industrial to expand globally."
str-20279,laing o’rourke,workforce development,infrastructure,asia-pacific,china,jiangsu,2023-09-02,7983.45,unknown,growth,"laing o’rourke announced a workforce development in jiangsu, china, targeting infrastructure to enhance capabilities."
str-20280,bam group,risk management,commercial,africa,nigeria,nigeria,2024-04-12,7983.45,unknown,sustainability,"bam group announced a risk management in nigeria, nigeria, targeting infrastructure to improve resilience."
str-20281,larsen & toubro,partnership,transportation,middle east,uae,uae,2024-12-10,7983.45,unknown,efficiency,"larsen & toubro announced a partnership in uae, uae, targeting commercial to expand globally."
str-20282,ferrovial,risk management,utilities,asia-pacific,china,jiangsu,2023-05-11,7983.45,unknown,market leadership,"ferrovial announced a risk management in jiangsu, china, targeting industrial to capture market share."
str-20283,ferrovial,cost optimization,industrial,asia-pacific,china,beijing,2022-01-02,7983.45,unknown,sustainability,"ferrovial announced a cost optimization in beijing, china, targeting infrastructure to enhance capabilities."
str-20284,leighton asia,acquisition,commercial,middle east,kuwait,kuwait,2023-01-17,10645.14,multiplex,efficiency,"leighton asia announced a acquisition in kuwait, kuwait, targeting education to capture market share."
str-20285,mccarthy,merger,healthcare,north america,mexico,mexico,2020-11-27,11006.39,bam group,innovation,"mccarthy announced a merger in mexico, mexico, targeting residential to improve resilience."
str-20286,skanska,acquisition,utilities,europe,poland,poland,2023-04-12,1260.15,kajima corporation,sustainability,"skanska announced a acquisition in poland, poland, targeting residential to drive sustainability."
str-20287,kajima corporation,digital transformation,industrial,asia-pacific,malaysia,malaysia,2020-06-09,7983.45,unknown,sustainability,"kajima corporation announced a digital transformation in malaysia, malaysia, targeting commercial to expand globally."
str-20288,multiplex,digital transformation,healthcare,australia,australia,queensland,2021-09-12,7983.45,unknown,market leadership,"multiplex announced a digital transformation in queensland, australia, targeting residential to capture market share."
str-20289,bechtel,partnership,industrial,africa,kenya,kenya,2021-03-18,7983.45,unknown,sustainability,"bechtel announced a partnership in kenya, kenya, targeting utilities to improve resilience."
str-20290,salini impregilo,risk management,commercial,north america,canada,ontario,2024-06-11,7983.45,unknown,sustainability,"salini impregilo announced a risk management in ontario, canada, targeting commercial to capture market share."
str-20291,aecom,market expansion,commercial,australia,australia,queensland,2022-05-07,10153.6,unknown,growth,"aecom announced a market expansion in queensland, australia, targeting residential to enhance capabilities."
str-20292,kiewit,merger,transportation,asia-pacific,indonesia,indonesia,2022-11-10,832.22,aecom,efficiency,"kiewit announced a merger in indonesia, indonesia, targeting industrial to expand globally."
str-20293,dragados,sustainability initiative,residential,north america,mexico,mexico,2024-11-11,7983.45,unknown,sustainability,"dragados announced a sustainability initiative in mexico, mexico, targeting utilities to expand globally."
str-20294,bechtel,digital transformation,industrial,latin america,venezuela,venezuela,2024-09-11,7983.45,unknown,growth,"bechtel announced a digital transformation in venezuela, venezuela, targeting transportation to enhance capabilities."
str-20295,thiess,technology adoption,energy,asia-pacific,singapore,singapore,2021-05-04,5473.75,unknown,market leadership,"thiess announced a technology adoption in singapore, singapore, targeting infrastructure to enhance capabilities."
str-20296,bam group,digital transformation,energy,middle east,uae,uae,2023-05-26,7983.45,unknown,efficiency,"bam group announced a digital transformation in uae, uae, targeting healthcare to enhance capabilities."
str-20297,hochtief,market expansion,energy,europe,netherlands,netherlands,2024-09-04,8906.58,unknown,market leadership,"hochtief announced a market expansion in netherlands, netherlands, targeting infrastructure to expand globally."
str-20298,hochtief,merger,commercial,latin america,venezuela,venezuela,2023-11-07,14828.16,acciona,sustainability,"hochtief announced a merger in venezuela, venezuela, targeting commercial to leverage digital tools."
str-20299,kajima corporation,partnership,transportation,latin america,brazil,minas gerais,2021-09-05,7983.45,unknown,sustainability,"kajima corporation announced a partnership in minas gerais, brazil, targeting infrastructure to expand globally."
str-20300,bouygues,workforce development,residential,middle east,oman,oman,2023-01-17,7983.45,unknown,efficiency,"bouygues announced a workforce development in oman, oman, targeting healthcare to capture market share."
str-20301,balfour beatty,market expansion,energy,australia,australia,western australia,2022-04-08,86.98,unknown,growth,"balfour beatty announced a market expansion in western australia, australia, targeting commercial to improve resilience."
str-20302,john holland,partnership,residential,africa,egypt,egypt,2021-05-15,7983.45,unknown,innovation,"john holland announced a partnership in egypt, egypt, targeting utilities to capture market share."
str-20303,bouygues,market expansion,education,north america,usa,illinois,2023-09-27,5550.97,unknown,growth,"bouygues announced a market expansion in illinois, usa, targeting industrial to leverage digital tools."
str-20304,hyundai e&c,risk management,energy,north america,mexico,mexico,2022-12-31,7983.45,unknown,growth,"hyundai e&c announced a risk management in mexico, mexico, targeting energy to capture market share."
str-20305,mace group,cost optimization,commercial,asia-pacific,japan,japan,2022-10-04,7983.45,unknown,growth,"mace group announced a cost optimization in japan, japan, targeting commercial to enhance capabilities."
str-20306,cpb contractors,workforce development,energy,latin america,brazil,minas gerais,2021-10-15,7983.45,unknown,market leadership,"cpb contractors announced a workforce development in minas gerais, brazil, targeting healthcare to enhance capabilities."
str-20307,snc-lavalin,merger,energy,asia-pacific,south korea,south korea,2021-04-26,7637.4,turner construction,growth,"snc-lavalin announced a merger in south korea, south korea, targeting industrial to expand globally."
str-20308,john holland,workforce development,commercial,latin america,brazil,são paulo,2022-07-03,7983.45,unknown,growth,"john holland announced a workforce development in são paulo, brazil, targeting utilities to enhance capabilities."
str-20309,china state construction,digital transformation,residential,europe,spain,spain,2021-04-03,7983.45,unknown,market leadership,"china state construction announced a digital transformation in spain, spain, targeting energy to improve resilience."
str-20310,snc-lavalin,digital transformation,infrastructure,middle east,uae,uae,2023-06-14,7983.45,unknown,sustainability,"snc-lavalin announced a digital transformation in uae, uae, targeting energy to capture market share."
str-20311,strabag,acquisition,energy,australia,australia,new south wales,2024-02-25,1869.93,bechtel,sustainability,"strabag announced a acquisition in new south wales, australia, targeting industrial to drive sustainability."
str-20312,leighton asia,cost optimization,utilities,africa,nigeria,nigeria,2020-12-18,7983.45,unknown,innovation,"leighton asia announced a cost optimization in nigeria, nigeria, targeting transportation to expand globally."
str-20313,laing o’rourke,cost optimization,industrial,asia-pacific,japan,japan,2024-01-21,7983.45,unknown,market leadership,"laing o’rourke announced a cost optimization in japan, japan, targeting industrial to leverage digital tools."
str-20314,hyundai e&c,partnership,utilities,europe,spain,spain,2021-04-16,7983.45,unknown,sustainability,"hyundai e&c announced a partnership in spain, spain, targeting transportation to improve resilience."
str-20315,john holland,workforce development,transportation,europe,sweden,sweden,2022-02-18,7983.45,unknown,growth,"john holland announced a workforce development in sweden, sweden, targeting industrial to leverage digital tools."
str-20316,acciona,workforce development,industrial,asia-pacific,singapore,singapore,2022-12-16,7983.45,unknown,sustainability,"acciona announced a workforce development in singapore, singapore, targeting infrastructure to expand globally."
str-20317,skanska,merger,industrial,australia,australia,queensland,2021-06-07,10824.36,balfour beatty,market leadership,"skanska announced a merger in queensland, australia, targeting industrial to improve resilience."
str-20318,bouygues,risk management,infrastructure,europe,sweden,sweden,2023-07-28,7983.45,unknown,sustainability,"bouygues announced a risk management in sweden, sweden, targeting infrastructure to drive sustainability."
str-20319,mace group,technology adoption,energy,africa,south africa,gauteng,2024-07-10,7420.54,unknown,efficiency,"mace group announced a technology adoption in gauteng, south africa, targeting residential to enhance capabilities."
str-20320,kiewit,risk management,healthcare,africa,morocco,morocco,2022-05-02,7983.45,unknown,efficiency,"kiewit announced a risk management in morocco, morocco, targeting utilities to expand globally."
str-20321,fluor,risk management,industrial,latin america,brazil,são paulo,2024-03-07,7983.45,unknown,market leadership,"fluor announced a risk management in são paulo, brazil, targeting infrastructure to enhance capabilities."
str-20322,skanska,market expansion,education,asia-pacific,singapore,singapore,2023-04-26,9203.97,unknown,sustainability,"skanska announced a market expansion in singapore, singapore, targeting healthcare to capture market share."
str-20323,turner construction,technology adoption,residential,africa,algeria,algeria,2022-04-01,5245.96,unknown,innovation,"turner construction announced a technology adoption in algeria, algeria, targeting transportation to enhance capabilities."
str-20324,mccarthy,merger,utilities,africa,south africa,western cape,2023-01-23,8328.51,mccarthy,market leadership,"mccarthy announced a merger in western cape, south africa, targeting commercial to leverage digital tools."
str-20325,whiting-turner,digital transformation,education,north america,usa,florida,2021-11-11,7983.45,unknown,growth,"whiting-turner announced a digital transformation in florida, usa, targeting education to drive sustainability."
str-20326,vinci,acquisition,industrial,middle east,qatar,qatar,2024-09-01,11867.99,acciona,innovation,"vinci announced a acquisition in qatar, qatar, targeting utilities to improve resilience."
str-20327,kiewit,technology adoption,healthcare,africa,nigeria,nigeria,2020-10-13,4492.01,unknown,market leadership,"kiewit announced a technology adoption in nigeria, nigeria, targeting transportation to expand globally."
str-20328,kiewit,sustainability initiative,utilities,europe,italy,italy,2024-08-21,7983.45,unknown,efficiency,"kiewit announced a sustainability initiative in italy, italy, targeting energy to leverage digital tools."
str-20329,kajima corporation,sustainability initiative,energy,asia-pacific,china,shanghai,2022-07-28,7983.45,unknown,market leadership,"kajima corporation announced a sustainability initiative in shanghai, china, targeting residential to drive sustainability."
str-20330,aecom,workforce development,transportation,africa,kenya,kenya,2021-06-12,7983.45,unknown,efficiency,"aecom announced a workforce development in kenya, kenya, targeting education to enhance capabilities."
str-20331,mortenson construction,risk management,industrial,asia-pacific,india,karnataka,2020-10-31,7983.45,unknown,market leadership,"mortenson construction announced a risk management in karnataka, india, targeting transportation to capture market share."
str-20332,saipem,digital transformation,education,north america,mexico,mexico,2024-08-06,7983.45,unknown,market leadership,"saipem announced a digital transformation in mexico, mexico, targeting industrial to expand globally."
str-20333,shimizu corporation,cost optimization,healthcare,europe,france,france,2022-05-21,7983.45,unknown,growth,"shimizu corporation announced a cost optimization in france, france, targeting healthcare to expand globally."
str-20334,lendlease,sustainability initiative,infrastructure,asia-pacific,malaysia,malaysia,2020-07-01,7983.45,unknown,market leadership,"lendlease announced a sustainability initiative in malaysia, malaysia, targeting transportation to leverage digital tools."
str-20335,skanska,workforce development,residential,north america,mexico,mexico,2022-10-20,7983.45,unknown,efficiency,"skanska announced a workforce development in mexico, mexico, targeting utilities to expand globally."
str-20336,pcl construction,technology adoption,healthcare,australia,australia,victoria,2022-09-26,8734.36,unknown,growth,"pcl construction announced a technology adoption in victoria, australia, targeting energy to leverage digital tools."
str-20337,ferrovial,workforce development,infrastructure,north america,mexico,mexico,2021-04-14,7983.45,unknown,market leadership,"ferrovial announced a workforce development in mexico, mexico, targeting infrastructure to leverage digital tools."
str-20338,mace group,market expansion,commercial,middle east,saudi arabia,saudi arabia,2022-03-21,14454.35,unknown,efficiency,"mace group announced a market expansion in saudi arabia, saudi arabia, targeting utilities to leverage digital tools."
str-20339,ferrovial,partnership,residential,latin america,colombia,colombia,2020-06-06,7983.45,unknown,efficiency,"ferrovial announced a partnership in colombia, colombia, targeting residential to improve resilience."
str-20340,fluor,sustainability initiative,industrial,europe,sweden,sweden,2020-10-23,7983.45,unknown,growth,"fluor announced a sustainability initiative in sweden, sweden, targeting infrastructure to improve resilience."
str-20341,pcl construction,market expansion,healthcare,australia,australia,queensland,2021-11-30,3070.78,unknown,market leadership,"pcl construction announced a market expansion in queensland, australia, targeting education to enhance capabilities."
str-20342,gilbane,merger,energy,australia,australia,victoria,2021-01-06,1842.34,gilbane,innovation,"gilbane announced a merger in victoria, australia, targeting education to improve resilience."
str-20343,skanska,merger,energy,africa,morocco,morocco,2021-11-20,2458.07,skanska,innovation,"skanska announced a merger in morocco, morocco, targeting transportation to enhance capabilities."
str-20344,clark construction,workforce development,commercial,middle east,qatar,qatar,2023-05-16,7983.45,unknown,growth,"clark construction announced a workforce development in qatar, qatar, targeting industrial to improve resilience."
str-20345,larsen & toubro,risk management,healthcare,asia-pacific,singapore,singapore,2020-11-08,7983.45,unknown,market leadership,"larsen & toubro announced a risk management in singapore, singapore, targeting residential to leverage digital tools."
str-20346,kajima corporation,technology adoption,utilities,middle east,kuwait,kuwait,2020-07-02,6885.12,unknown,growth,"kajima corporation announced a technology adoption in kuwait, kuwait, targeting education to leverage digital tools."
str-20347,kajima corporation,workforce development,industrial,australia,australia,new south wales,2024-03-17,7983.45,unknown,efficiency,"kajima corporation announced a workforce development in new south wales, australia, targeting education to drive sustainability."
str-20348,saipem,market expansion,education,asia-pacific,singapore,singapore,2023-02-05,12846.51,unknown,market leadership,"saipem announced a market expansion in singapore, singapore, targeting utilities to drive sustainability."
str-20349,laing o’rourke,market expansion,utilities,africa,kenya,kenya,2022-01-16,14455.14,unknown,growth,"laing o’rourke announced a market expansion in kenya, kenya, targeting education to capture market share."
str-20350,cpb contractors,partnership,commercial,north america,canada,british columbia,2022-03-09,7983.45,unknown,market leadership,"cpb contractors announced a partnership in british columbia, canada, targeting healthcare to drive sustainability."
str-20351,china state construction,market expansion,utilities,north america,mexico,mexico,2025-03-26,6167.06,unknown,sustainability,"china state construction announced a market expansion in mexico, mexico, targeting energy to enhance capabilities."
str-20352,thiess,workforce development,commercial,asia-pacific,australia,queensland,2024-12-22,7983.45,unknown,growth,"thiess announced a workforce development in queensland, australia, targeting transportation to improve resilience."
str-20353,laing o’rourke,risk management,industrial,north america,canada,ontario,2024-01-02,7983.45,unknown,market leadership,"laing o’rourke announced a risk management in ontario, canada, targeting utilities to improve resilience."
str-20354,jacobs,workforce development,energy,middle east,qatar,qatar,2024-06-04,7983.45,unknown,efficiency,"jacobs announced a workforce development in qatar, qatar, targeting commercial to improve resilience."
str-20355,hyundai e&c,workforce development,energy,latin america,chile,chile,2025-01-16,7983.45,unknown,growth,"hyundai e&c announced a workforce development in chile, chile, targeting commercial to capture market share."
str-20356,skanska,workforce development,industrial,australia,australia,new south wales,2023-03-01,7983.45,unknown,growth,"skanska announced a workforce development in new south wales, australia, targeting transportation to leverage digital tools."
str-20357,mace group,market expansion,utilities,africa,kenya,kenya,2022-06-13,14954.43,unknown,efficiency,"mace group announced a market expansion in kenya, kenya, targeting residential to improve resilience."
str-20358,john holland,acquisition,residential,australia,australia,new south wales,2020-12-05,6260.3,clark construction,sustainability,"john holland announced a acquisition in new south wales, australia, targeting energy to leverage digital tools."
str-20359,thiess,risk management,industrial,asia-pacific,singapore,singapore,2021-05-07,7983.45,unknown,market leadership,"thiess announced a risk management in singapore, singapore, targeting infrastructure to drive sustainability."
str-20360,pcl construction,sustainability initiative,energy,africa,morocco,morocco,2023-04-30,7983.45,unknown,sustainability,"pcl construction announced a sustainability initiative in morocco, morocco, targeting education to expand globally."
str-20361,ferrovial,cost optimization,transportation,latin america,colombia,colombia,2022-12-07,7983.45,unknown,innovation,"ferrovial announced a cost optimization in colombia, colombia, targeting infrastructure to improve resilience."
str-20362,pcl construction,market expansion,residential,latin america,argentina,argentina,2025-02-21,13737.3,unknown,efficiency,"pcl construction announced a market expansion in argentina, argentina, targeting commercial to expand globally."
str-20363,strabag,merger,utilities,africa,egypt,egypt,2023-01-30,14031.26,kajima corporation,innovation,"strabag announced a merger in egypt, egypt, targeting transportation to leverage digital tools."
str-20364,multiplex,technology adoption,energy,north america,canada,british columbia,2023-10-06,11592.2,unknown,efficiency,"multiplex announced a technology adoption in british columbia, canada, targeting industrial to expand globally."
str-20365,aecom,merger,utilities,middle east,saudi arabia,saudi arabia,2025-04-12,7151.31,mortenson construction,market leadership,"aecom announced a merger in saudi arabia, saudi arabia, targeting infrastructure to enhance capabilities."
str-20366,bouygues,digital transformation,utilities,africa,nigeria,nigeria,2023-07-03,7983.45,unknown,market leadership,"bouygues announced a digital transformation in nigeria, nigeria, targeting transportation to enhance capabilities."
str-20367,turner construction,cost optimization,utilities,middle east,uae,uae,2022-07-27,7983.45,unknown,growth,"turner construction announced a cost optimization in uae, uae, targeting industrial to drive sustainability."
str-20368,laing o’rourke,merger,commercial,asia-pacific,india,delhi,2020-07-02,10784.06,mace group,innovation,"laing o’rourke announced a merger in delhi, india, targeting utilities to improve resilience."
str-20369,salini impregilo,risk management,education,africa,egypt,egypt,2023-05-21,7983.45,unknown,efficiency,"salini impregilo announced a risk management in egypt, egypt, targeting healthcare to improve resilience."
str-20370,laing o’rourke,merger,healthcare,australia,australia,victoria,2023-09-03,11018.2,snc-lavalin,growth,"laing o’rourke announced a merger in victoria, australia, targeting commercial to improve resilience."
str-20371,pcl construction,market expansion,energy,australia,australia,new south wales,2024-02-07,1531.83,unknown,growth,"pcl construction announced a market expansion in new south wales, australia, targeting industrial to expand globally."
str-20372,john holland,partnership,transportation,australia,australia,new south wales,2020-06-05,7983.45,unknown,efficiency,"john holland announced a partnership in new south wales, australia, targeting healthcare to leverage digital tools."
str-20373,ferrovial,merger,commercial,latin america,argentina,argentina,2025-05-22,2414.26,fluor,efficiency,"ferrovial announced a merger in argentina, argentina, targeting infrastructure to leverage digital tools."
str-20374,kiewit,risk management,transportation,europe,netherlands,netherlands,2023-11-24,7983.45,unknown,sustainability,"kiewit announced a risk management in netherlands, netherlands, targeting commercial to leverage digital tools."
str-20375,shimizu corporation,acquisition,residential,north america,usa,georgia,2023-04-21,2099.29,lendlease,growth,"shimizu corporation announced a acquisition in georgia, usa, targeting industrial to drive sustainability."
str-20376,leighton asia,partnership,utilities,north america,usa,california,2020-08-18,7983.45,unknown,efficiency,"leighton asia announced a partnership in california, usa, targeting healthcare to improve resilience."
str-20377,laing o’rourke,risk management,transportation,europe,uk,northern ireland,2021-02-25,7983.45,unknown,market leadership,"laing o’rourke announced a risk management in northern ireland, uk, targeting healthcare to improve resilience."
str-20378,turner construction,acquisition,infrastructure,europe,uk,northern ireland,2023-01-01,12359.24,leighton asia,growth,"turner construction announced a acquisition in northern ireland, uk, targeting energy to enhance capabilities."
str-20379,obayashi corporation,market expansion,commercial,europe,sweden,sweden,2022-08-05,4062.04,unknown,efficiency,"obayashi corporation announced a market expansion in sweden, sweden, targeting industrial to improve resilience."
str-20380,mortenson construction,partnership,commercial,africa,nigeria,nigeria,2024-10-26,7983.45,unknown,efficiency,"mortenson construction announced a partnership in nigeria, nigeria, targeting commercial to capture market share."
str-20381,ferrovial,merger,infrastructure,latin america,peru,peru,2021-05-22,1279.95,saipem,growth,"ferrovial announced a merger in peru, peru, targeting healthcare to drive sustainability."
str-20382,saipem,sustainability initiative,industrial,australia,australia,queensland,2021-02-28,7983.45,unknown,growth,"saipem announced a sustainability initiative in queensland, australia, targeting healthcare to capture market share."
str-20383,snc-lavalin,digital transformation,residential,latin america,peru,peru,2024-01-05,7983.45,unknown,sustainability,"snc-lavalin announced a digital transformation in peru, peru, targeting residential to enhance capabilities."
str-20384,vinci,technology adoption,industrial,middle east,qatar,qatar,2022-04-17,6203.77,unknown,market leadership,"vinci announced a technology adoption in qatar, qatar, targeting utilities to expand globally."
str-20385,mortenson construction,market expansion,energy,europe,spain,spain,2022-10-15,2381.26,unknown,sustainability,"mortenson construction announced a market expansion in spain, spain, targeting transportation to leverage digital tools."
str-20386,whiting-turner,acquisition,residential,europe,netherlands,netherlands,2023-03-04,6209.03,thiess,growth,"whiting-turner announced a acquisition in netherlands, netherlands, targeting commercial to enhance capabilities."
str-20387,clark construction,market expansion,utilities,asia-pacific,china,jiangsu,2024-05-29,4541.84,unknown,market leadership,"clark construction announced a market expansion in jiangsu, china, targeting commercial to leverage digital tools."
str-20388,jacobs,workforce development,healthcare,north america,canada,ontario,2024-05-03,7983.45,unknown,market leadership,"jacobs announced a workforce development in ontario, canada, targeting commercial to improve resilience."
str-20389,john holland,digital transformation,utilities,europe,sweden,sweden,2021-07-16,7983.45,unknown,growth,"john holland announced a digital transformation in sweden, sweden, targeting education to enhance capabilities."
str-20390,clark construction,merger,utilities,latin america,peru,peru,2024-07-30,8323.59,aecom,growth,"clark construction announced a merger in peru, peru, targeting commercial to leverage digital tools."
str-20391,bam group,sustainability initiative,infrastructure,middle east,oman,oman,2024-04-03,7983.45,unknown,innovation,"bam group announced a sustainability initiative in oman, oman, targeting healthcare to enhance capabilities."
str-20392,mccarthy,sustainability initiative,infrastructure,europe,poland,poland,2022-12-30,7983.45,unknown,growth,"mccarthy announced a sustainability initiative in poland, poland, targeting infrastructure to capture market share."
str-20393,pcl construction,workforce development,infrastructure,australia,australia,victoria,2020-06-30,7983.45,unknown,efficiency,"pcl construction announced a workforce development in victoria, australia, targeting transportation to expand globally."
str-20394,skanska,workforce development,transportation,africa,morocco,morocco,2025-04-18,7983.45,unknown,growth,"skanska announced a workforce development in morocco, morocco, targeting healthcare to leverage digital tools."
str-20395,kajima corporation,merger,residential,europe,france,france,2023-10-14,14735.31,bouygues,innovation,"kajima corporation announced a merger in france, france, targeting residential to improve resilience."
str-20396,skanska,merger,infrastructure,australia,australia,new south wales,2025-02-13,10775.92,samsung c&t,sustainability,"skanska announced a merger in new south wales, australia, targeting commercial to expand globally."
str-20397,bechtel,cost optimization,industrial,latin america,chile,chile,2023-01-16,7983.45,unknown,market leadership,"bechtel announced a cost optimization in chile, chile, targeting infrastructure to improve resilience."
str-20398,whiting-turner,cost optimization,industrial,europe,germany,germany,2020-08-14,7983.45,unknown,innovation,"whiting-turner announced a cost optimization in germany, germany, targeting commercial to drive sustainability."
str-20399,kajima corporation,digital transformation,transportation,north america,usa,washington,2024-05-07,7983.45,unknown,efficiency,"kajima corporation announced a digital transformation in washington, usa, targeting education to leverage digital tools."
